Borough Name,Job Type,BIN Number,Date,Estimated Job Cost,Latitude Point,Longitude Point,House Number,Street Name
Queens,A3,4462452,7/25/2017,8000,40.79040146,-73.81852722,147-34,  11 AVENUE
Manhattan,A2,1039983,7/25/2017,22000,40.75839996,-73.96468353,315,EAST 56 STREET
Queens,A2,4028160,7/25/2017,26250,40.74795914,-73.90860748,39-26,55 STREET
Manhattan,A2,1087555,7/25/2017,50100,40.73976898,-74.00409698,325,WEST   13 STREET
Manhattan,A2,1008822,7/25/2017,65000,40.73027039,-73.99511719,24,WAVERLY PLACE
Manhattan,A2,1042447,7/25/2017,276000,40.76689148,-73.9662323,108,EAST 66 STREET
Manhattan,A2,1016277,7/25/2017,379000,40.74024963,-73.98912811,932,BROADWAY
Brooklyn,A2,3391744,7/26/2017,19652,40.71036911,-73.96794128,37,SOUTH    8 STREET
Queens,A2,4210303,7/26/2017,117920,40.71134949,-73.78929901,87-70,173 STREET
Manhattan,A2,1041185,7/26/2017,214320,40.76848984,-73.96808624,24,EAST 67 STREET
Manhattan,A2,1016089,7/26/2017,241075,40.73720932,-73.99088287,41,UNION SQUARE WEST
Manhattan,A2,1051578,7/26/2017,480000,40.79553986,-73.94944763,1270,5 AVENUE
Manhattan,A2,1035420,7/26/2017,2947300,40.75637817,-73.97692871,400,MADISON AVENUE
Brooklyn,A2,3100912,7/27/2017,6000,40.65626907,-73.92862701,197,EAST   52 STREET
Bronx,A2,2096421,7/27/2017,27150,40.82014084,-73.91493225,427,EAST  155 STREET
Bronx,A2,2001409,7/27/2017,43400,40.82014084,-73.91493225,419,EAST 155 STREET
Manhattan,A2,1087310,7/27/2017,117050,40.78976059,-73.97260284,144,WEST   90 STREET
Brooklyn,A2,3338887,7/27/2017,215000,40.69118881,-73.979599,381,FLATBUSH AVENUE EXTENSION
Brooklyn,A2,3015571,7/27/2017,606900,40.64501953,-74.0215683,5718,   2 AVENUE
Queens,A2,4077473,7/27/2017,630000,40.72016907,-73.84546661,106-11,71 AVENUE
Bronx,A2,2014308,7/27/2017,680000,40.8624115,-73.90289307,34,WEST FORDHAM ROAD
Manhattan,A2,1047074,7/27/2017,2750000,40.78437042,-73.95472717,1160,PARK AVENUE
Manhattan,A2,1004648,7/28/2017,10000,40.72277069,-73.98075867,283,EAST 4 STREET
Manhattan,A2,1053634,7/28/2017,14936,40.80797958,-73.94154358,1,WEST 127 STREET
Manhattan,A2,1018910,7/28/2017,68000,40.74671173,-73.97781372,163,EAST 35 STREET
Bronx,A2,2083163,7/28/2017,75310,40.88019943,-73.90467834,3136,GODWIN TERRACE
Queens,A2,4072145,7/28/2017,80471,40.72848892,-73.8600235,64-41,SAUNDERS STREET
Manhattan,A2,1063929,7/28/2017,425000,40.85153961,-73.93464661,4300,BROADWAY
Manhattan,A2,1065086,7/28/2017,560000,40.87203979,-73.91837311,254,SEAMAN AVENUE
Queens,A1,4196814,7/28/2017,907300,40.69921875,-73.82023621,130-11,90 AVENUE
Manhattan,A2,1088481,7/31/2017,50000,40.79383087,-73.96647644,775,COLUMBUS AVENUE
Manhattan,A2,1040468,7/31/2017,95576,40.75725937,-73.96199036,423,EAST 56 STREET
Brooklyn,A2,3031981,7/31/2017,239930,40.67210007,-73.94706726,942,STERLING PLACE
Brooklyn,A2,3229538,7/31/2017,345000,40.64228821,-73.90643311,1102,EAST   92 STREET
Brooklyn,A2,3056808,8/1/2017,20000,40.68339157,-73.9615097,415,GRAND AVENUE
Queens,A2,4000949,8/1/2017,140000,40.74634933,-73.9139328,39-89,50 STREET
Manhattan,A2,1055062,8/1/2017,149280,40.80056,-73.95700073,229,CENTRAL PARK NORTH
Queens,A1,4043441,8/1/2017,212170,40.75490952,-73.86255646,34-40,106 STREET
Manhattan,A2,1034517,8/1/2017,600000,40.75976944,-73.97680664,642,5 AVENUE
Manhattan,A2,1030849,8/2/2017,55200,40.78195953,-73.98249817,328,WEST END AVENUE
Manhattan,A2,1050217,8/2/2017,200000,40.78065109,-73.94785309,323,EAST 91 STREET
Brooklyn,A2,3003435,8/2/2017,760000,40.68672943,-73.99529266,229,BALTIC STREET
Queens,A2,4043936,8/2/2017,1266000,40.7505188,-73.86766815,98-01,  38 AVENUE
Brooklyn,A3,3141898,8/3/2017,9000,40.6248703,-73.99717712,6309,NEW UTRECHT AVENUE
Manhattan,A2,1063455,8/3/2017,24610,40.84730911,-73.94116974,824,WEST 176 STREET
Brooklyn,A2,3322358,8/3/2017,132000,40.58691025,-73.96793365,2568,EAST    2 STREET
Manhattan,A2,1047470,8/3/2017,518115,40.77510834,-73.95852661,151,EAST   79 STREET
Manhattan,A2,1047938,8/3/2017,1500000,40.77867126,-73.95472717,154,EAST   86 STREET
Brooklyn,A2,3155913,8/4/2017,8000,40.61450958,-74.03694916,9801,SHORE ROAD
Brooklyn,A2,3253425,8/4/2017,8000,40.6337204,-74.02654266,7115,   3 AVENUE
Manhattan,A2,1050257,8/4/2017,42645,40.78113174,-73.94703674,343,EAST 92 STREET
Manhattan,A2,1008985,8/4/2017,50000,40.73199081,-73.9888382,130,EAST 12 STREET
Bronx,A2,2096415,8/4/2017,405781,40.83871841,-73.92385864,1255,SHAKESPEARE AVENUE
Queens,A2,4035800,8/4/2017,650000,40.75370026,-73.87431335,34-43,  93 STREET
Manhattan,A2,1007385,8/4/2017,720000,40.72536087,-74.00491333,151,   6 AVENUE
Brooklyn,A3,3102242,8/7/2017,1000,40.65373993,-73.92745209,820,LINDEN BOULEVARD
Manhattan,A2,1009719,8/7/2017,233511,40.73574066,-73.99433136,74,5 AVENUE
Manhattan,A1,1087216,8/7/2017,1127000,40.7442894,-73.99463654,152,WEST   24 STREET
Manhattan,A2,1001193,8/8/2017,57275,40.70901108,-74.00727081,59,JOHN STREET
Manhattan,A2,1035478,8/8/2017,196000,40.75926971,-73.97564697,10,EAST 52 STREET
Manhattan,A2,1010512,8/8/2017,556666,40.73210144,-74.00695038,475,HUDSON STREET
Queens,A2,4183278,8/9/2017,16000,40.68878937,-73.861763,88-40,80 STREET
Manhattan,A2,1020185,8/9/2017,33770,40.7458992,-73.97589874,237,EAST 35 STREET
Manhattan,A3,1007539,8/9/2017,50000,40.72309875,-73.99720764,248,LAFAYETTE STREET
Brooklyn,A2,3025063,8/9/2017,65000,40.67144012,-73.97577667,248,GARFIELD PLACE
Manhattan,A2,1045588,8/9/2017,425299,40.76583862,-73.95599365,404,EAST 70 STREET
Brooklyn,A3,3054959,8/10/2017,10000,40.69290924,-73.95854187,311,WILLOUGHBY AVENUE
Brooklyn,A2,3421460,8/10/2017,20451,40.69944,-73.93460846,14,RENAISSANCE COURT
Brooklyn,A2,3421465,8/10/2017,20451,40.69944,-73.93460846,24,RENAISSANCE COURT
Manhattan,A2,1017222,8/10/2017,50500,40.75033951,-73.98182678,14,EAST 38 STREET
Manhattan,A2,1083918,8/10/2017,56110,40.79898071,-73.95139313,56,WEST 112 STREET
Manhattan,A2,1051407,8/10/2017,62286,40.79898071,-73.95139313,20,LENOX AVENUE
Manhattan,A2,1016155,8/10/2017,120000,40.73904037,-73.99089813,119,5 AVENUE
Queens,A2,4439633,8/11/2017,150000,40.73863983,-73.89317322,70-31,  48 AVENUE
Queens,A1,4140292,8/11/2017,210580,40.74298096,-73.8230896,59-10, 146 STREET
Queens,A1,4140246,8/11/2017,219940,40.74293137,-73.82312775,59-12, 146 STREET
Bronx,A2,2000851,8/11/2017,444000,40.81604004,-73.91855621,374,EAST 149 STREET
Brooklyn,A2,3221965,8/11/2017,630000,40.6445694,-73.92154694,5802,CLARENDON ROAD
Manhattan,A2,1037588,8/11/2017,937623,40.75239944,-73.97177124,227,EAST 45 STREET
Brooklyn,A2,3002228,8/14/2017,117110,40.69380951,-73.99450684,100,REMSEN STREET
Manhattan,A2,1033647,8/14/2017,245526,40.79285049,-73.97260284,2508,BROADWAY
Brooklyn,A2,3255607,8/14/2017,441600,40.68677139,-73.9850769,402,ATLANTIC AVE
Manhattan,A2,1035742,8/15/2017,695,40.7611618,-73.97485352,693,5 AVENUE
Manhattan,A2,1013876,8/15/2017,14400,40.74192047,-73.9993515,235,WEST 18 STREET
Manhattan,A2,1015131,8/15/2017,30000,40.74729156,-73.99215698,146,WEST 29 STREET
Bronx,A2,2091473,8/15/2017,250000,40.82191849,-73.82388306,2830,SCHLEY AVENUE
Bronx,A2,2091477,8/15/2017,250000,40.82191849,-73.82388306,2815,DEWEY AVENUE
Bronx,A2,2091478,8/15/2017,250000,40.82191849,-73.82388306,2801,DEWEY AVENUE
Bronx,A2,2091483,8/15/2017,250000,40.82328033,-73.82556152,2790,RANDALL AVENUE
Bronx,A2,2091486,8/15/2017,250000,40.82328033,-73.82556152,2801,SCHLEY AVENUE
Bronx,A2,2091487,8/15/2017,250000,40.82328033,-73.82556152,2815,SCHLEY AVENUE
Bronx,A2,2093890,8/15/2017,250000,40.81975174,-73.82346344,2751,SAMPSON AVENUE
Brooklyn,A2,3253605,8/15/2017,905860,40.60356903,-73.9792099,181,HIGHLAWN AVENUE
Brooklyn,A2,3005631,8/15/2017,1341000,40.67649841,-73.9995575,154,NELSON STREET
Queens,A2,4035593,8/16/2017,180110,40.75307083,-73.88178253,34-41,85 STREET
Queens,A2,4117143,8/16/2017,189045,40.75568008,-73.8217926,140-65,BEECH AVENUE
Brooklyn,A2,3114554,8/16/2017,200000,40.66154861,-73.96263123,65,OCEAN AVENUE
Bronx,A2,2098307,8/16/2017,250000,40.82503128,-73.91652679,3190,PARK AVENUE
Manhattan,A2,1064086,8/16/2017,320000,40.85480118,-73.93184662,650,WEST 189 STREET
Manhattan,A2,1002170,8/17/2017,28400,40.72013855,-74.00628662,10,BEACH STREET
Manhattan,A2,1033912,8/17/2017,35000,40.78881073,-73.97920227,327,WEST 85 STREET
Manhattan,A2,1043068,8/17/2017,46250,40.77125931,-73.96070862,162,EAST 74 STREET
Manhattan,A2,1006753,8/17/2017,218877,40.72917938,-73.98842621,25,ST MARKS PLACE
Manhattan,A2,1019799,8/17/2017,310175,40.73942184,-73.98114777,224,EAST 25 STREET
Manhattan,A2,1035328,8/17/2017,427025,40.75246811,-73.98114777,471,5 AVENUE
Brooklyn,A2,3215591,8/17/2017,468235,40.62981033,-73.92751312,1258,EAST 51 STREET
Brooklyn,A2,3215721,8/17/2017,468235,40.62953949,-73.92366791,1165,EAST 54 STREET
Brooklyn,A2,3215663,8/17/2017,936470,40.62968063,-73.92559052,1200,EAST 53 STREET
Manhattan,A2,1080855,8/18/2017,9300,40.73049927,-73.99307251,743,BROADWAY
Brooklyn,A3,3030702,8/18/2017,30000,40.67536163,-73.94967651,701,ST MARK'S AVENUE
Brooklyn,A2,3393478,8/18/2017,60000,40.66241837,-73.98401642,363,  16 STREET
Manhattan,A2,1065026,8/18/2017,80540,40.87089157,-73.9155426,90,PARK TERRACE EAST
Queens,A2,4158529,8/18/2017,120000,40.75057983,-73.77728271,201-20,50 AVENUE
Manhattan,A2,1062442,8/18/2017,668100,40.82960892,-73.94950104,718,RIVERSIDE DRIVE
Bronx,A2,2086162,8/21/2017,8800,40.90272903,-73.91152954,5286,SYCAMORE AVENUE
Manhattan,A2,1029655,8/22/2017,25000,40.77645111,-73.98116302,138,WEST 70 STREET
Manhattan,A2,1016213,8/23/2017,7274,40.73886108,-73.98774719,260,PARK AVENUE SOUTH
Brooklyn,A3,3156457,8/23/2017,20000,40.62377167,-74.00424194,6902,13 AVENUE
Brooklyn,A3,3156458,8/23/2017,20000,40.62371826,-74.00428772,6906,13 AVENUE
Manhattan,A2,1003627,8/23/2017,88750,40.71382904,-73.98993683,165,EAST BROADWAY
Brooklyn,A2,3070356,8/23/2017,104000,40.71417999,-73.94098663,223,DEVOE STREET
Manhattan,A2,1003071,8/23/2017,237350,40.71934128,-73.99797821,173,GRAND STREET
Brooklyn,A2,3049832,8/23/2017,260400,40.69145966,-73.94291687,372,THROOP AVENUE
Brooklyn,A2,3206141,8/23/2017,745050,40.63415146,-73.94145966,1589,BROOKLYN AVENUE
Manhattan,A2,1057326,8/24/2017,120400,40.80524063,-73.96663666,603,WEST 111 STREET
Bronx,A2,2009010,8/24/2017,469325,40.85013962,-73.91799927,1725,ANDREWS AVENUE
Brooklyn,A2,3204892,8/25/2017,188300,40.58572006,-73.95644379,2685,HOMECREST AVENUE
Bronx,A2,2049372,8/25/2017,1310000,40.85615921,-73.86936951,2190,BOSTON ROAD
Manhattan,A2,1063730,8/27/2017,5000,40.85153961,-73.92993164,530,WEST 186 STREET
Manhattan,A2,1040723,8/28/2017,40000,40.75682831,-73.96054077,1,SUTTON PLACE SOUTH
Bronx,A2,2084100,8/28/2017,86650,40.88516998,-73.9107132,3260,NETHERLAND AVENUE
Manhattan,A2,1042714,8/28/2017,254456,40.7698288,-73.9642868,721,PARK AVENUE
Manhattan,A2,1029916,8/28/2017,300000,40.77870941,-73.98111725,169,WEST   72 STREET
Brooklyn,A2,3421461,8/29/2017,20451,40.69944,-73.93460846,16,RENAISSANCE COURT
Brooklyn,A2,3421462,8/29/2017,20451,40.69944,-73.93460846,18,RENAISSANCE COURT
Brooklyn,A2,3421463,8/29/2017,20451,40.69944,-73.93460846,20,RENAISSANCE COURT
Brooklyn,A2,3421464,8/29/2017,20451,40.69944,-73.93460846,22,RENAISSANCE COURT
Brooklyn,A2,3071357,8/29/2017,250000,40.70574188,-73.9408493,186,BOERUM STREET
Brooklyn,A2,3247659,8/30/2017,74610,40.58509827,-73.93769073,2819,HARING STREET
Brooklyn,A2,3247660,8/30/2017,74610,40.58517075,-73.93772125,2817,HARING STREET
Manhattan,A2,1061681,8/31/2017,250000,40.8310585,-73.94286346,1901,AMSTERDAM AVENUE
Staten Island,A2,5021344,9/1/2017,20000,40.60974884,-74.09577179,7,DIANA TRAIL
Manhattan,A2,1013475,9/1/2017,25000,40.74996948,-73.9973526,339,WEST   29 STREET
Manhattan,A2,1001448,9/1/2017,28000,40.71372986,-74.00811768,19,MURRAY STREET
Manhattan,A2,1009558,9/1/2017,53080,40.73458099,-73.99762726,45,WEST 10 STREET
Manhattan,A2,1010874,9/1/2017,100000,40.73529053,-74.0021286,152,7 AVENUE SOUTH
Queens,A3,4305233,9/5/2017,6000,40.57566833,-73.8481369,129-05,ROCKAWAY BEACH BOULEVARD
Bronx,A2,2003644,9/5/2017,6800,40.80691147,-73.9150238,607,EAST 139 STREET
Bronx,A2,2003652,9/5/2017,31240,40.80768967,-73.91423035,614,EAST 141 STREET
Bronx,A2,2003672,9/5/2017,38240,40.80921936,-73.91467285,593,OAK TERRACE
Bronx,A2,2003662,9/5/2017,76000,40.80842972,-73.91332245,345,CYPRESS AVENUE
Bronx,A2,2003653,9/5/2017,86400,40.80752945,-73.91385651,626,EAST 141 STREET
Manhattan,A2,1048078,9/5/2017,157800,40.78099823,-73.95414734,1311,LEXINGTON AVENUE
Manhattan,A2,1001199,9/5/2017,176250,40.70935059,-74.00776672,45,JOHN STREET
Bronx,A2,2003677,9/6/2017,10725,40.80912018,-73.91396332,351,BEEKMAN AVENUE
Manhattan,A2,1084745,9/6/2017,16275,40.72140121,-73.99401093,198,BOWERY
Queens,A2,4170919,9/6/2017,194150,40.77032852,-73.73522949,252-34,NORTHERN BOULEVARD
Brooklyn,A3,3840544,9/7/2017,1000,40.66109848,-73.96185303,33,LINCOLN RD
Brooklyn,A3,3053732,9/7/2017,12000,40.67996979,-73.95144653,53,HERKIMER STREET
Brooklyn,A3,3079424,9/7/2017,12000,40.68581009,-73.91110229,1351,BUSHWICK AVENUE
Manhattan,A2,1011226,9/7/2017,17000,40.73487091,-74.00582886,546,HUDSON STREET
Manhattan,A3,1005063,9/7/2017,21500,40.72425079,-73.98239136,543,EAST 5 STREET
Brooklyn,A2,3069720,9/7/2017,26000,40.72391891,-73.93345642,181,LOMBARDY STREET
Queens,A2,4148345,9/8/2017,180000,40.71879959,-73.8081131,158-13,GOETHALS AVENUE
Manhattan,A2,1014810,9/8/2017,254000,40.74335098,-73.99459839,142,WEST 23 STREET
Queens,A2,4257075,9/8/2017,450000,40.66633987,-73.82723999,114-19,NORTH CONDUIT AVENUE
Manhattan,A2,1086232,9/11/2017,10000,40.80506897,-73.95422363,2170,   8 AVENUE
Manhattan,A2,1001482,9/11/2017,30000,40.71516037,-74.00894928,126,CHAMBERS STREET
Queens,A2,4009694,9/12/2017,126875,40.75992966,-73.92230988,32-15,35 STREET
Manhattan,A2,1008277,9/12/2017,149785,40.72737885,-74.00021362,100,WEST HOUSTON STREET
Brooklyn,A2,3018885,9/12/2017,681750,40.67919922,-73.97577667,104,   6 AVENUE
Manhattan,A2,1059528,9/13/2017,20000,40.81338882,-73.95585632,471,WEST  125 STREET
Bronx,A2,2009174,9/13/2017,30950,40.84611893,-73.92431641,1501,UNDERCLIFF AVENUE
Bronx,A2,2009188,9/13/2017,78950,40.84822845,-73.92308044,1571,UNDERCLIFF AVENUE
Bronx,A2,2013841,9/13/2017,89759,40.854599,-73.90348816,2101,CRESTON AVENUE
Bronx,A2,2009173,9/13/2017,97650,40.84695053,-73.92386627,1535,UNDERCLIFF AVENUE
Bronx,A2,2103483,9/13/2017,120000,40.90523911,-73.90611267,5610,NETHERLAND AVENUE
Brooklyn,A2,3181864,9/13/2017,447450,40.61080933,-73.9584198,1583,EAST   15 STREET
Manhattan,A2,1015143,9/14/2017,36380,40.7473793,-73.9912262,129,WEST 29 STREET
Manhattan,A2,1073762,9/14/2017,38000,40.78335953,-73.94738007,300,EAST   95 STREET
Manhattan,A2,1028626,9/14/2017,146160,40.77708054,-73.97873688,257,COLUMBUS AVENUE
Manhattan,A2,1005943,9/15/2017,10000,40.72845078,-73.98238373,436,EAST 11 STREET
Manhattan,A2,1001940,9/15/2017,179650,40.71807098,-74.00348663,377,BROADWAY
Queens,A3,4052804,9/18/2017,10000,40.71628952,-73.83262634,77-02,113 STREET
Brooklyn,A2,3077294,9/18/2017,50000,40.69478989,-73.91182709,1392,PUTNAM AVENUE
Queens,A2,4079260,9/20/2017,4500,40.70537949,-73.83466339,83-60,118 STREET
Manhattan,A2,1085250,9/20/2017,99125,40.7948494,-73.9493866,1,EAST  107 STREET
Manhattan,A2,1036152,9/20/2017,250000,40.7512207,-73.97667694,122,EAST   42 STREET
Manhattan,A2,1024691,9/20/2017,1000968,40.7569313,-73.98763275,213,WEST 42 STREET
Bronx,A2,2020215,9/21/2017,6800,40.81129074,-73.85508728,1928,OBRIEN AVENUE
Brooklyn,A3,3013802,9/21/2017,790900,40.6500206,-74.02368927,14,  53 STREET
Bronx,A2,2071062,9/22/2017,69600,40.90021133,-73.85315704,4503,WHITE PLAINS ROAD
Manhattan,A2,1012691,9/22/2017,93645,40.74663925,-74.00240326,420,WEST   23 STREET
Manhattan,A2,1081442,9/22/2017,300000,40.79499817,-73.93399048,473,EAST  115 STREET
Bronx,A2,2000463,9/25/2017,10000,40.81193161,-73.91840363,458,EAST 144 STREET
Manhattan,A2,1083378,9/25/2017,20000,40.71105957,-74.01703644,345,SOUTH END AVENUE
Queens,A3,4039146,9/25/2017,34000,40.74649048,-73.87397003,41-21,DENMAN STREET
Manhattan,A3,1051685,9/26/2017,18000,40.80047989,-73.94332123,61,EAST  117 STREET
Brooklyn,A2,3165863,9/26/2017,100000,40.60411835,-73.99687958,2047,86 STREET
Brooklyn,A3,3049909,9/27/2017,21000,40.68918991,-73.95282745,267,CLIFTON PLACE
Brooklyn,A3,3117588,9/27/2017,51000,40.64580917,-73.96305084,205,EAST   17 STREET
Bronx,A2,2010532,9/27/2017,171000,40.82894897,-73.8915329,1212,SOUTHERN BOULEVARD
Bronx,A2,2086250,9/27/2017,258678,40.90127945,-73.9068222,5355,HENRY HUDSON PARKWAY
Queens,A2,4007959,9/27/2017,262500,40.7555809,-73.92801666,33-02,36 AVENUE
Queens,A2,4443740,9/28/2017,10170,40.77949142,-73.782341,209-39,  23 AVENUE
Queens,A2,4443737,9/28/2017,10800,40.77949142,-73.782341,18-65,CORPORAL KENNEDY STREET
Queens,A2,4443739,9/28/2017,11450,40.77949142,-73.782341,18-55,CORPORAL KENNEDY STREET
Queens,A2,4443738,9/28/2017,15380,40.77949142,-73.782341,18-35,CORPORAL KENNEDY STREET
Queens,A3,4034932,9/28/2017,20000,40.75854874,-73.8727417,95-18,32 AVENUE
Brooklyn,A2,3029636,9/28/2017,250000,40.67324066,-73.96705627,37,EASTERN PARKWAY
