Borough Name,Job Type,BIN Number,Date,Estimated Job Cost,Latitude Point,Longitude Point,House Number,Street Name
Manhattan,A2,1038567,3/13/2017,2819172,40.75775909,-73.9681778,214,EAST 54 STREET
Manhattan,A2,1040868,3/13/2017,16500000,40.76585007,-73.97144318,2,EAST   62 STREET
Manhattan,A2,1083551,3/14/2017,184420,40.73582077,-74.00882721,140,BANK STREET
Manhattan,A2,1075520,3/14/2017,486960,40.85350037,-73.93287659,650,WEST  187 STREET
Manhattan,A2,1087917,3/15/2017,12000,40.80912018,-73.95146942,2296,FREDERICK DOUGLAS BOULEVARD
Brooklyn,A2,3039519,3/15/2017,45000,40.66925812,-73.91973114,1462,EASTERN PARKWAY
Queens,A2,4006947,3/15/2017,102000,40.7671814,-73.92453766,25-30,30 ROAD
Staten Island,A2,5112220,3/15/2017,800000,40.63153076,-74.08563995,55,AUSTIN PL
Manhattan,A2,1031471,3/16/2017,40000,40.78684998,-73.96958923,26,WEST 88 STREET
Manhattan,A2,1031472,3/16/2017,40000,40.78688049,-73.96965027,28,WEST 88 STREET
Manhattan,A2,1031473,3/16/2017,40000,40.78691101,-73.96972656,30,WEST 88 STREET
Manhattan,A2,1064332,3/16/2017,80000,40.85208893,-73.94123077,1380,RIVERSIDE DRIVE
Queens,A2,4210164,3/16/2017,273220,40.71025085,-73.79110718,170-06,88 AVENUE
Manhattan,A2,1062334,3/16/2017,740238,40.82498932,-73.95358276,644,RIVERSIDE DRIVE
Bronx,A2,2096730,3/17/2017,12500,40.8386116,-73.85652161,1555,ODELL STREET
Bronx,A2,2096714,3/17/2017,22100,40.8386116,-73.85652161,1558,UNIONPORT ROAD
Manhattan,A2,1035255,3/17/2017,25000,40.76483917,-73.97493744,24,CENTRAL PARK SOUTH
Manhattan,A2,1033808,3/17/2017,44360,40.7870903,-73.9802475,318,WEST 83 STREET
Queens,A2,4464076,3/17/2017,78000,40.73588943,-73.86273956,97-07,HORACE HARDING EXPRESSWAY
Queens,A2,4047335,3/17/2017,85800,40.73527908,-73.8625412,97-05,HORACE HARDING EXPRESSWAY
Manhattan,A2,1018263,3/17/2017,100500,40.74296951,-73.98056793,416,3 AVENUE
Queens,A2,4047323,3/17/2017,109200,40.73772812,-73.8608017,98-40,  57 AVENUE
Queens,A2,4047324,3/17/2017,109200,40.7371788,-73.86055756,98-38,57 AVENUE
Manhattan,A2,1087153,3/17/2017,110000,40.78453064,-73.97891235,223,WEST   80 STREET
Queens,A2,4113859,3/17/2017,175000,40.76156998,-73.81891632,144-67,41 AVENUE
Manhattan,A2,1057091,3/17/2017,194720,40.79777145,-73.97181702,815,WEST END AVENUE
Queens,A1,4267800,3/17/2017,267735,40.68381882,-73.77870178,117-60,MARSDEN STREET
Manhattan,A2,1049919,3/20/2017,24000,40.77574921,-73.9521637,311,EAST 83 STREET
Queens,A2,4072147,3/20/2017,99790,40.72806931,-73.8601532,64-20,SAUNDERS STREET
Queens,A2,4072168,3/20/2017,201465,40.72735977,-73.85822296,65-44,SAUNDERS STREET
Queens,A2,4171282,3/20/2017,625200,40.7640686,-73.72910309,251-54,THORNHILL AVENUE
Manhattan,A2,1033720,3/20/2017,1077544,40.78496933,-73.98111725,409,WEST END AVENUE
Manhattan,A2,1041254,3/20/2017,1974000,40.76919937,-73.96695709,813,MADISON AVENUE
Manhattan,A2,1010201,3/21/2017,40000,40.7334404,-74.0031662,108,7 AVENUE SOUTH
Brooklyn,A2,3064876,3/21/2017,270840,40.72893906,-73.95719147,122,FRANKLIN STREET
Manhattan,A2,1028505,3/21/2017,320840,40.77487946,-73.97820282,19,WEST 69 STREET
Manhattan,A2,1036450,3/21/2017,380000,40.75725174,-73.97315216,101,EAST   50 STREET
Manhattan,A1,1039829,3/21/2017,900000,40.75659943,-73.96620941,317,EAST   53 STREET
Bronx,A2,2057709,3/22/2017,53800,40.87649918,-73.86222839,799,EAST GUN HILL ROAD
Manhattan,A2,1030550,3/22/2017,56500,40.78060913,-73.98288727,242,WEST 74 STREET
Manhattan,A2,1018162,3/22/2017,65950,40.74272156,-73.98397827,387,PARK AVENUE SOUTH
Bronx,A2,2096693,3/22/2017,125000,40.8386116,-73.85652161,6,METROPOLITAN OVAL
Brooklyn,A2,3388804,3/22/2017,198000,40.70254135,-73.93070221,83,GEORGE STREET
Queens,A1,4251480,3/22/2017,602434,40.67948151,-73.81511688,114-24, 125 STREET
Bronx,A2,2083483,3/22/2017,971963,40.88256836,-73.91712952,2734,INDEPENDENCE AVENUE
Manhattan,A2,1012716,3/23/2017,77900,40.74723053,-74.00379181,460,WEST 23 STREET
Brooklyn,A2,3031423,3/23/2017,85000,40.6735611,-73.95436096,710,PARK PLACE
Manhattan,A2,1012715,3/23/2017,95500,40.74720001,-74.00372314,458,WEST 23 STREET
Manhattan,A2,1047540,3/23/2017,100125,40.77653885,-73.95937347,929,PARK AVENUE
Brooklyn,A2,3061622,3/23/2017,220000,40.71957016,-73.95501709,170,NORTH   11 STREET
Manhattan,A2,1080154,3/24/2017,24000,40.73659134,-73.99617004,48,WEST   14 STREET
Manhattan,A2,1016225,3/24/2017,66000,40.7396698,-73.98995209,913,BROADWAY
Brooklyn,A2,3328800,3/24/2017,200000,40.63534927,-74.01595306,6401,   6 AVENUE
Queens,A1,4154807,3/24/2017,200000,40.72777939,-73.78733826,75-71,181 STREET
Queens,A1,4051069,3/24/2017,257375,40.7345314,-73.85388947,102-40,62 DRIVE
Bronx,A2,2083479,3/24/2017,500000,40.88199997,-73.92201233,2575,PALISADE AVENUE
Manhattan,A2,1011690,3/24/2017,600000,40.73963165,-74.00489807,1,GANSEVOORT STREET
Brooklyn,A1,3057422,3/25/2017,580340,40.68173981,-73.95485687,6,SPENCER PLACE
Queens,A2,4113408,3/27/2017,59470,40.76337814,-73.82328796,37-04,PARSONS BOULEVARD
Queens,A2,4113390,3/27/2017,64090,40.76382065,-73.82517242,36-19,BOWNE STREET
Brooklyn,A2,3154075,3/27/2017,75000,40.62134171,-74.02931976,374,88 STREET
Manhattan,A2,1047052,3/27/2017,284260,40.78540039,-73.95719147,1109,   5 AVENUE
Manhattan,A2,1030534,3/27/2017,1600000,40.78020096,-73.98378754,270,WEST END AVENUE
Manhattan,A2,1050869,3/28/2017,6000,40.77217865,-73.9493866,1514,YORK AVENUE
Manhattan,A2,1001433,3/28/2017,40009,40.71493912,-74.01013947,71,WARREN STREET
Queens,A1,4050904,3/28/2017,267555,40.72993088,-73.8527832,99-71,65 ROAD
Manhattan,A2,1033621,3/28/2017,473000,40.79298019,-73.97437286,670,WEST END AVENUE
Queens,A2,4208940,3/28/2017,1400000,40.70624924,-73.801651,88-19,PARSONS BOULEVARD
Brooklyn,A2,3083104,3/29/2017,1000000,40.67753983,-73.89781952,14,PENNSYLVANIA AVENUE
Manhattan,A2,1036787,3/30/2017,36640,40.75970078,-73.96891785,150,EAST 56 STREET
Manhattan,A2,1008095,3/30/2017,45320,40.72750092,-74.00385284,26,KING STREET
Manhattan,A2,1008096,3/30/2017,45320,40.72748947,-74.00375366,24,KING STREET
Manhattan,A2,1008097,3/30/2017,45320,40.72748947,-74.00364685,22,KING STREET
Manhattan,A2,1008094,3/30/2017,64320,40.72750854,-74.00393677,28,KING STREET
Manhattan,A2,1019581,3/30/2017,90450,40.73553848,-73.98420715,211,EAST 18 STREET
Queens,A2,4297973,3/30/2017,700540,40.60787964,-73.74803162,25-Dec,BEACH 12 STREET
Manhattan,A2,1034227,3/30/2017,4035938,40.75516129,-73.98014069,530,   5 AVENUE
Queens,A2,4037472,3/31/2017,15000,40.74436951,-73.88008118,42-29,JUDGE STREET
Queens,A1,4270556,3/31/2017,275592,40.67721939,-73.76358032,176-62,133 AVENUE
Manhattan,A2,1043073,3/31/2017,884960,40.77244949,-73.96235657,799,PARK AVENUE
Manhattan,A2,1041288,3/31/2017,1000000,40.77016068,-73.96820831,875,5 AVENUE
Brooklyn,A3,3020910,4/2/2017,6000,40.67340851,-73.98397827,339,3 STREET
Brooklyn,A2,3118989,4/2/2017,1040000,40.64397049,-73.95539856,2306,CORTELYOU ROAD
Staten Island,A3,5117849,4/3/2017,4348,40.58483124,-74.16181946,208,RICHMOND HILL ROAD
Manhattan,A2,1031181,4/3/2017,5570,40.78310013,-73.97141266,221,CENTRAL PARK WEST
Manhattan,A2,1024919,4/3/2017,15000,40.76696014,-73.98001862,208,CENTRAL PARK SOUTH
Manhattan,A2,1056518,4/3/2017,78084,40.7984581,-73.96956635,240,WEST  102 STREET
Brooklyn,A2,3320627,4/3/2017,146980,40.57582855,-73.97451019,501,SURF AVENUE
Brooklyn,A2,3092463,4/3/2017,357360,40.6848793,-73.86904144,236,NICHOLS AVENUE
Brooklyn,A2,3102890,4/3/2017,500000,40.65153122,-73.92999268,5002,CHURCH AVENUE
Manhattan,A2,1004742,4/4/2017,100,40.72565079,-73.9793396,624,EAST    9 STREET
Brooklyn,A1,3200608,4/4/2017,268830,40.59566116,-73.95934296,2225,EAST   12 STREET
Manhattan,A2,1046759,4/4/2017,556699,40.77795029,-73.95935059,960,PARK AVENUE
Brooklyn,A1,3003205,4/4/2017,1579400,40.68893051,-73.99970245,81,WARREN STREET
Bronx,A2,2048821,4/5/2017,3828,40.85276031,-73.86534119,2075,WALLACE AVENUE
Manhattan,A2,1028857,4/5/2017,97950,40.77528,-73.98264313,1989,BROADWAY
Manhattan,A2,1001958,4/5/2017,307990,40.71746063,-74.00656128,53,WORTH STREET
Manhattan,A2,1009206,4/5/2017,524616,40.73403168,-73.99199677,48,EAST   13 STREET
Brooklyn,A2,3077653,4/5/2017,604000,40.69395065,-73.91101837,1349,JEFFERSON AVENUE
Manhattan,A2,1059031,4/5/2017,1020600,40.8055191,-73.9567337,397,MANHATTAN AVENUE
Queens,A3,4135610,4/6/2017,19000,40.76792145,-73.7806778,34-26, 208 STREET
Brooklyn,A3,3174833,4/6/2017,80000,40.60951996,-73.97171021,1649,EAST    2 STREET
Manhattan,A2,1076225,4/6/2017,297000,40.77043915,-73.98087311,25,CENTRAL PARK WEST
Manhattan,A2,1010416,4/6/2017,800000,40.73213959,-74.00997162,150,BARROW STREET
Manhattan,A2,1051129,4/7/2017,118500,40.77288055,-73.94888306,1532,YORK AVENUE
Manhattan,A2,1087449,4/7/2017,176230,40.70338058,-74.01096344,62,PEARL STREET
Manhattan,A2,1001957,4/7/2017,290707,40.71735001,-74.00631714,57,WORTH STREET
Queens,A1,4116744,4/7/2017,360000,40.7455101,-73.81931305,146-43,56 ROAD
Manhattan,A2,1076327,4/7/2017,600000,40.77841187,-73.95227051,237,EAST   86 STREET
Brooklyn,A1,3036647,4/7/2017,924500,40.67126083,-73.92279816,1689,STERLING PLACE
Brooklyn,A2,3246689,4/9/2017,74000,40.57944107,-73.93923187,156,NORFOLK STREET
Manhattan,A2,1040466,4/10/2017,124500,40.75782013,-73.96289063,1024,1 AVENUE
Manhattan,A2,1043137,4/10/2017,477000,40.77299881,-73.96195221,821,PARK AVENUE
Queens,A2,4071261,4/10/2017,900000,40.7140007,-73.88265228,66-30,PLEASANTVIEW STREET
Manhattan,A2,1050756,4/11/2017,73500,40.77956009,-73.94487,1749,YORK AVENUE
Queens,A2,4443843,4/11/2017,120000,40.76131058,-73.7736969,42-41,CORPORAL KENNEDY STREET
Manhattan,A2,1023461,4/11/2017,170700,40.76464081,-73.9786911,126,WEST   57 STREET
Bronx,A2,2075809,4/11/2017,240000,40.84587097,-73.8224411,1555,KENNELLWORTH PLACE
Manhattan,A2,1043038,4/11/2017,246220,40.77114105,-73.9611969,153,EAST 73 STREET
Manhattan,A2,1055063,4/11/2017,300000,40.8003006,-73.95667267,225,WEST 110 STREET
Queens,A1,4106619,4/11/2017,734700,40.77674103,-73.81452179,24-11,150 STREET
Manhattan,A2,1035401,4/11/2017,1958296,40.75569153,-73.9788208,553,5 AVENUE
Manhattan,A2,1016208,4/12/2017,25000,40.73896027,-73.9887085,35,EAST 20 STREET
Manhattan,A2,1020580,4/12/2017,46100,40.7371788,-73.97995758,318,EAST 23 STREET
Manhattan,A2,1065036,4/12/2017,47500,40.87168121,-73.91782379,251,SEAMAN AVENUE
Bronx,A2,2025916,4/12/2017,225200,40.8320694,-73.85971069,1964,NEWBOLD AVENUE
Queens,A1,4262580,4/12/2017,258250,40.66864014,-73.79386139,145-20,133 AVENUE
Queens,A2,4430394,4/12/2017,630000,40.71364975,-73.78118896,181-25,HILLSIDE AVENUE
Brooklyn,A2,3397530,4/12/2017,900000,40.70146942,-73.91221619,406,GROVE STREET
Manhattan,A2,1014280,4/12/2017,1080000,40.748909,-73.99482727,249,WEST 29 STREET
Brooklyn,A2,3004604,4/13/2017,28400,40.68371964,-74.00524902,17,CARROLL STREET
Brooklyn,A2,3329980,4/13/2017,60000,40.71483994,-73.95787048,202,NORTH    4 STREET
Queens,A2,4126421,4/13/2017,67680,40.74391174,-73.79296875,50-20,UTOPIA PARKWAY
Brooklyn,A2,3398479,4/13/2017,84000,40.68373871,-74.00536346,15,CARROLL STREET
Manhattan,A2,1017899,4/13/2017,150000,40.73693848,-73.98681641,73,IRVING PLACE
Brooklyn,A2,3325928,4/13/2017,279000,40.69775009,-73.98417664,175,CONCORD STREET
Bronx,A3,2002162,4/14/2017,10000,40.83311844,-73.91079712,1244,TELLER AVENUE
Brooklyn,A2,3125591,4/14/2017,240000,40.64247894,-73.97078705,248,EAST    9 STREET
Manhattan,A2,1077399,4/14/2017,291200,40.71646881,-74.00887299,16,HUDSON STREET
Manhattan,A2,1035768,4/14/2017,1500000,40.76171112,-73.97438049,705,5 AVENUE
Manhattan,A1,1001336,4/17/2017,5000,40.70737839,-74.00202179,225,FRONT STREET
Manhattan,A2,1017125,4/17/2017,250000,40.7482605,-73.98149872,27,EAST 35 STREET
Manhattan,A2,1064384,4/17/2017,646000,40.85105133,-73.93769836,729,WEST 181 STREET
Manhattan,A2,1004072,4/17/2017,2000000,40.71532822,-73.98361969,464,GRAND STREET
Manhattan,A2,1066793,4/18/2017,8550,40.72925949,-74.00479126,80,CARMINE STREET
Manhattan,A2,1015931,4/18/2017,23500,40.75032043,-73.98446655,13,WEST 36 STREET
Brooklyn,A2,3206621,4/18/2017,55250,40.62778854,-73.95622253,1397,OCEAN AVENUE
Brooklyn,A2,3084422,4/18/2017,192075,40.66646957,-73.90245056,444,BLAKE AVENUE
Queens,A1,4230148,4/18/2017,235555,40.72621918,-73.73570251,221-60,92 AVENUE
Manhattan,A2,1030348,4/18/2017,291045,40.77725983,-73.983078,210,AMSTERDAM AVENUE
Manhattan,A2,1077346,4/18/2017,400000,40.72898102,-73.99629211,21,WEST    3 STREET
Queens,A1,4239020,4/18/2017,598500,40.71395874,-73.74075317,217-17,102 AVENUE
Staten Island,A2,5013953,4/18/2017,1349500,40.62131119,-74.07647705,135,VANDERBILT AVENUE
Manhattan,A2,1003986,4/18/2017,1500000,40.71710968,-73.9910965,315,GRAND STREET
Manhattan,A2,1007714,4/19/2017,3400,40.72468185,-74.00100708,101,WOOSTER STREET
Brooklyn,A2,3149581,4/19/2017,52600,40.63199997,-74.03775024,7705,SHORE ROAD
Brooklyn,A3,3018063,4/19/2017,86000,40.64772034,-74.00002289,4001,7 AVENUE
Manhattan,A2,1001957,4/19/2017,568844,40.71735001,-74.00631714,57,WORTH STREET
Manhattan,A2,1028508,4/19/2017,745000,40.77463913,-73.97763062,91,CENTRAL PARK WEST
Manhattan,A2,1016294,4/19/2017,1350000,40.74045944,-73.98776245,30,EAST 23 STREET
Manhattan,A2,1046850,4/20/2017,58000,40.78099823,-73.9584198,49,EAST 86 STREET
Queens,A2,4071058,4/20/2017,95000,40.71632004,-73.87291718,65-49,  79 PLACE
Brooklyn,A2,3203204,4/20/2017,129250,40.59093094,-73.94924164,2885,OCEAN AVENUE
Brooklyn,A2,3327846,4/20/2017,260902,40.71250153,-73.94030762,246,POWERS STREET
Manhattan,A2,1076225,4/20/2017,1038970,40.77043915,-73.98087311,25,CENTRAL PARK WEST
Brooklyn,A2,3054442,4/21/2017,18500,40.6944809,-73.96642303,112,HALL STREET
Queens,A1,4268039,4/21/2017,170398,40.68325043,-73.77693939,118-35,MARSDEN STREET
Brooklyn,A2,3320628,4/21/2017,183675,40.57582855,-73.97451019,543,SURF AVENUE
Manhattan,A2,1085936,4/21/2017,476100,40.80202866,-73.94850922,120,LENOX AVENUE
Manhattan,A2,1089323,4/21/2017,2205360,40.75270081,-74.00157928,501,WEST 30 STREET
Bronx,A2,2113382,4/24/2017,25000,40.82897186,-73.90075684,772,EAST  168 STREET
Manhattan,A2,1024894,4/24/2017,450000,40.7654686,-73.9814682,211,WEST   56 STREET
Manhattan,A2,1078584,4/25/2017,12000,40.74271011,-73.99765778,211,WEST 20 STREET
Manhattan,A2,1007247,4/25/2017,76887,40.72317886,-73.99949646,96,SPRING STREET
Brooklyn,A2,3078689,4/25/2017,114564,40.69406891,-73.90738678,1245,HALSEY STREET
Brooklyn,A2,3079033,4/25/2017,149000,40.69018936,-73.90931702,204,ELDERT STREET
Manhattan,A2,1002329,4/25/2017,249990,40.71775055,-74.0014267,94,LAFAYETTE STREET
Bronx,A2,2017696,4/25/2017,500000,40.88175964,-73.88406372,3415,KNOX PLACE
Queens,A1,4029817,4/25/2017,522500,40.74750137,-73.89128876,37-47,  74 STREET
Manhattan,A2,1080654,4/26/2017,9000,40.78961182,-73.94651794,1864,   3 AVENUE
Manhattan,A2,1066504,4/26/2017,46000,40.72232819,-74.00720978,11,VESTRY STREET
Queens,A1,4135477,4/26/2017,256720,40.76890182,-73.78354645,33-15, 205 STREET
Bronx,A2,2002457,4/26/2017,305326,40.82553864,-73.91914368,244,EAST 161 STREET
Manhattan,A2,1017947,4/26/2017,399550,40.73857117,-73.98715973,257,PARK AVENUE SOUTH
Queens,A2,4003514,4/26/2017,800000,40.74386978,-73.93975067,46-24,28 STREET
Manhattan,A2,1050368,4/26/2017,863325,40.77244186,-73.95023346,443,EAST 80 STREET
Manhattan,A2,1078590,4/27/2017,8000,40.74271011,-73.99765778,215,WEST   20 STREET
Queens,A2,4068854,4/27/2017,10000,40.7173996,-73.88221741,63-19,PLEASANTVIEW STREET
Queens,A2,4068855,4/27/2017,10000,40.7173996,-73.88211823,63-20,74 STREET
Manhattan,A2,1040919,4/27/2017,17500,40.7656517,-73.96965027,697,MADISON AVENUE
Manhattan,A2,1032215,4/27/2017,72000,40.78765106,-73.9734726,144,WEST 87 STREET
Bronx,A2,2114116,4/27/2017,73250,40.84944153,-73.88976288,2115,BELMONT AVENUE
Brooklyn,A2,3008789,4/27/2017,97301,40.6771698,-74.01595306,153,COFFEY STREET
Brooklyn,A2,3003243,4/27/2017,447000,40.6877594,-73.99624634,173,WARREN STREET
Brooklyn,A2,3815479,4/27/2017,630000,40.68011856,-73.93988037,1531,FULTON STREET
Manhattan,A2,1035422,4/28/2017,468100,40.75658035,-73.97704315,18,EAST 48 STREET
Manhattan,A2,1052335,4/28/2017,989500,40.79993057,-73.94165039,114,EAST  118 STREET
Queens,A2,4431366,5/1/2017,365000,40.75727081,-73.8795166,88-02,  32 AVENUE
Queens,A2,4535000,5/1/2017,368000,40.75727081,-73.8795166,32-25,  88 STREET
Queens,A2,4535003,5/1/2017,368000,40.75727081,-73.8795166,32-40,  89 STREET
Queens,A2,4535001,5/1/2017,403000,40.75727081,-73.8795166,32-45,  88 STREET
Queens,A2,4431369,5/1/2017,436000,40.75727081,-73.8795166,88-01,NORTHERN BOULEVARD
Queens,A2,4535002,5/1/2017,521000,40.75727081,-73.8795166,32-20,  89 STREET
Brooklyn,A2,3123699,5/1/2017,670572,40.64463043,-73.98248291,40,TEHAMA STREET
Manhattan,A2,1057225,5/1/2017,776600,40.80133057,-73.97044373,325,RIVERSIDE DRIVE
Manhattan,A2,1018482,5/1/2017,1032000,40.74496841,-73.97907257,480,3 AVENUE
Manhattan,A2,1082671,5/2/2017,53452,40.72634888,-73.99111938,5,EAST    3 STREET
Manhattan,A2,1057085,5/2/2017,291110,40.79758072,-73.97328186,264,RIVERSIDE DRIVE
Manhattan,A2,1046971,5/2/2017,400000,40.78313828,-73.95764923,17,EAST   89 STREET
Queens,A2,4251428,5/2/2017,1000000,40.67969131,-73.81642914,123-14,LINDEN BOULEVARD
Manhattan,A2,1007586,5/3/2017,75000,40.72436142,-73.99852753,90,PRINCE STREET
Queens,A1,4134866,5/3/2017,343330,40.7723999,-73.77768707,32-20, 211 STREET
Manhattan,A3,1002385,5/4/2017,7000,40.71633148,-73.99877167,78,MULBERRY STREET
Brooklyn,A2,3057679,5/4/2017,25000,40.68132019,-73.9594574,105,LEFFERTS PLACE
Brooklyn,A1,3072613,5/4/2017,30000,40.70650101,-73.92228699,31,WYCKOFF AVENUE
Staten Island,A1,5042373,5/4/2017,161000,40.62044907,-74.07585144,120,VANDERBILT AVENUE
Manhattan,A2,1041455,5/4/2017,360966,40.77217102,-73.96560669,17,EAST 72 STREET
Manhattan,A2,1080614,5/5/2017,23200,40.75368118,-73.98592377,110,WEST   40 STREET
Queens,A2,4011758,5/5/2017,39000,40.75564957,-73.9176178,32-80,44 STREET
Manhattan,A2,1047601,5/5/2017,49000,40.77767944,-73.9585495,961,PARK AVENUE
Queens,A2,4193866,5/5/2017,62000,40.70233917,-73.82666779,86-01, 124 STREET
Manhattan,A2,1020341,5/5/2017,80910,40.74755096,-73.97518158,224,EAST 38 STREET
Manhattan,A2,1046444,5/5/2017,169000,40.776371,-73.96073151,66,EAST 80 STREET
Manhattan,A2,1017903,5/5/2017,290000,40.73709106,-73.98718262,112,EAST 19 STREET
Manhattan,A2,1011189,5/5/2017,318340,40.73429108,-74.00492859,350,BLEECKER STREET
Brooklyn,A2,3006494,5/5/2017,387667,40.68458939,-73.9938736,24,BUTLER STREET
Manhattan,A2,1014284,5/5/2017,388650,40.74855042,-73.99398041,227,WEST 29 STREET
Queens,A2,4432015,5/8/2017,36500,40.72838974,-73.85330963,99-58,66 AVE
Brooklyn,A2,3337808,5/8/2017,159600,40.66783142,-73.97913361,506,   6 STREET
Manhattan,A2,1006769,5/8/2017,220000,40.73027039,-73.98841858,112,EAST 10 STREET
Manhattan,A2,1040766,5/8/2017,650000,40.76351929,-73.97064972,41,EAST 59 STREET
Brooklyn,A3,3044930,5/9/2017,10000,40.68740082,-73.93266296,610,MONROE STREET
Queens,A2,4073484,5/9/2017,54650,40.72555161,-73.86492157,90-02,63 DRIVE
Brooklyn,A2,3001925,5/9/2017,63000,40.69599152,-73.99236298,34,MONROE PLACE
Manhattan,A2,1042800,5/9/2017,80000,40.77030945,-73.96346283,115,EAST 71 STREET
Manhattan,A2,1009134,5/9/2017,500000,40.73320007,-73.99152374,817,BROADWAY
Brooklyn,A3,3023185,5/10/2017,10000,40.66778946,-73.98986816,223,  13 STREET
Manhattan,A2,1083375,5/10/2017,65000,40.71105957,-74.01703644,375,SOUTH END AVE
Manhattan,A2,1081128,5/10/2017,89345,40.76128006,-73.97675323,9,WEST   53 STREET
Manhattan,A2,1063819,5/10/2017,108775,40.85372925,-73.93005371,1564,ST NICHOLAS AVENUE
Manhattan,A2,1078257,5/10/2017,113040,40.75511932,-73.96427155,413,EAST   52 STREET
Manhattan,A2,1042849,5/10/2017,280100,40.77038956,-73.96140289,153,EAST 72 STREET
Manhattan,A2,1014717,5/10/2017,618000,40.74055099,-73.99577332,113,WEST 18 STREET
Bronx,A2,2057345,5/10/2017,960000,40.88119888,-73.86689758,3649,OLINVILLE AVENUE
Manhattan,A2,1057333,5/10/2017,1200000,40.80622101,-73.96700287,400,RIVERSIDE DRIVE
Brooklyn,A2,3064281,5/10/2017,1591872,40.73262024,-73.95497894,981,MANHATTAN AVENUE
Manhattan,A2,1008644,5/11/2017,30000,40.7285881,-73.9988327,528,WEST BROADWAY
Manhattan,A2,1008508,5/12/2017,30500,40.72774124,-73.9936676,382,LAFAYETTE STREET
Manhattan,A2,1016242,5/12/2017,80000,40.74002075,-73.98914337,928,BROADWAY
Manhattan,A2,1005851,5/12/2017,300000,40.72679138,-73.98471832,107,EAST    7 STREET
Bronx,A2,2001275,5/12/2017,794000,40.82706833,-73.9078598,3353,3 AVENUE
Brooklyn,A2,3002637,5/12/2017,1428000,40.69142151,-73.99186707,82,COURT STREET
Brooklyn,A3,3091679,5/15/2017,27675,40.68592072,-73.87319183,140,CRESCENT STREET
Bronx,A2,2014327,5/15/2017,33375,40.86249924,-73.90197754,8,WEST FORDHAM ROAD
Queens,A1,4180117,5/15/2017,302000,40.73397064,-73.70677185,85-55,260 STREET
Brooklyn,A2,3064758,5/15/2017,444000,40.73080826,-73.95305634,190,KENT STREET
Staten Island,A3,5009276,5/16/2017,14400,40.61661148,-74.11840057,115,FAIRVIEW AVENUE
Manhattan,A2,1019487,5/16/2017,59940,40.74991989,-73.97683716,349,LEXINGTON AVENUE
Manhattan,A2,1083581,5/16/2017,250000,40.74855042,-74.00122833,428,WEST   26 STREET
Manhattan,A2,1038652,5/16/2017,359000,40.74897003,-73.97167206,313,EAST 41 STREET
Manhattan,A2,1010356,5/17/2017,19000,40.72858047,-74.00997925,532,WASHINGTON STREET
Brooklyn,A3,3143733,5/17/2017,25000,40.63901138,-74.01741028,450,  61 STREET
Manhattan,A2,1034243,5/17/2017,37300,40.75635147,-73.98113251,41,WEST 45 STREET
Brooklyn,A2,3336969,5/17/2017,141900,40.72911835,-73.96137238,79,WEST STREET
Brooklyn,A2,3398440,5/17/2017,182750,40.69329834,-73.97968292,218,MYRTLE AVENUE
Manhattan,A2,1017075,5/17/2017,250000,40.74795914,-73.98452759,341,5 AVENUE
Manhattan,A2,1057299,5/17/2017,276000,40.80384827,-73.96859741,362,RIVERSIDE DRIVE
Manhattan,A2,1042806,5/17/2017,824450,40.77008057,-73.96273041,135,EAST 71 STREET
Staten Island,A2,5073737,5/17/2017,2016000,40.55957031,-74.16921234,3251,RICHMOND AVENUE
Staten Island,A2,5015146,5/18/2017,100000,40.62517929,-74.09248352,660,VICTORY BOULEVARD
Manhattan,A2,1014451,5/18/2017,250000,40.75341034,-73.99105072,236,WEST 37 STREET
Queens,A2,4269830,5/18/2017,255380,40.6836319,-73.76677704,177-18,TROUTVILLE ROAD
Manhattan,A2,1057160,5/19/2017,3600,40.79914093,-73.97115326,306,WEST 102 STREET
Brooklyn,A2,3070998,5/19/2017,50000,40.70838928,-73.94226837,171,MESEROLE STREET
Brooklyn,A2,3070999,5/19/2017,50000,40.70835876,-73.94254303,165,MESEROLE STREET
Manhattan,A2,1064380,5/19/2017,66830,40.85704041,-73.93727112,360,CABRINI BOULEVARD
Manhattan,A2,1001359,5/19/2017,89960,40.7088089,-74.00134277,272,WATER STREET
Manhattan,A2,1039846,5/19/2017,326235,40.75701141,-73.96640778,300,EAST   54 STREET
Manhattan,A2,1079280,5/19/2017,361000,40.77420044,-73.97785187,88,CENTRAL PARK WEST
Manhattan,A2,1030112,5/19/2017,494770,40.78057098,-73.97963715,321,AMSTERDAM AVENUE
Manhattan,A2,1024838,5/19/2017,700000,40.76379013,-73.98320007,1697,BROADWAY
Manhattan,A2,1008847,5/19/2017,2000000,40.73191071,-73.99619293,1,5 AVENUE
Manhattan,A2,1062060,5/21/2017,542250,40.82865143,-73.94831848,3612,BROADWAY
Brooklyn,A3,3019883,5/22/2017,2400,40.67514038,-73.97653961,823,UNION STREET
Brooklyn,A2,3083401,5/22/2017,15500,40.67311096,-73.90738678,257,MOTHER GASTON BOULEVARD
Manhattan,A2,1087780,5/22/2017,68275,40.78860092,-73.94116974,2019,   1 AVENUE
Manhattan,A2,1010510,5/22/2017,517380,40.73266983,-74.00676727,489,HUDSON STREET
Manhattan,A2,1030923,5/23/2017,10500,40.77661133,-73.98764801,301,WEST 66 STREET
